Section - Id,Fault - Location,Phase - Conductor,Dist - kFt,Phase - Config,Nominal - kV,Symmetrical Amps - LG Min,Symmetrical Amps - LG Max,Symmetrical Amps - LL,Symmetrical Amps - LLG,Symmetrical Amps - 3Ph,Cumulative Impedance (Ohms) - R1,Cumulative Impedance (Ohms) - X1,Cumulative Impedance (Ohms) - R0,Cumulative Impedance (Ohms) - X0,Asymmetrical Amps - LG Min,Asymmetrical Amps - LG Max,Asymmetrical Amps - LL,Asymmetrical Amps - LLG,Asymmetrical Amps - 3Ph Avg,Asymmetrical Amps - 3Ph Max
0355503_0355504,P777443 TO P777444,3-#2A5005C,1.58, BCN,12,172,5942,7762,8064,---,0.2641,0.7265,0.313,1.9421,172,8230,9935,11169,---,---
0355504_0355505,P777444 TO P777445,3-#2A5005C,1.78, BCN,12,172,5592,7289,7571,---,0.3257,0.756,0.3853,2.0571,172,7509,8977,10166,---,---
0355505_0355506,P777445 TO P777446,3-#2A5005C,2.03, BCN,12,171,5199,6747,7008,---,0.4027,0.7929,0.4758,2.201,171,6761,7999,9112,---,---
0355906A_0355907,P76593 TO P76592,3-#6_CU_C,3.39,AB N,12,170,3800,4885,5069,---,0.7368,0.9827,0.8832,2.9709,170,4570,5328,6096,---,---
0355907_0355908,P76592 TO P875374,3-#6_CU_C,3.72,AB N,12,169,3505,4429,4602,---,0.8743,1.0348,1.0384,3.164,169,4111,4730,5397,---,---
0355907_0355944,P76592 TO P76591,3-#6_CU_B,3.58,AB N,12,169,3626,4612,4790,---,0.8158,1.0134,0.9723,3.0799,169,4295,4966,5673,---,---
0355908_0355920,P875374 TO P278339,3-#6_CU_B,3.9,AB N,12,169,3359,4204,4371,---,0.9506,1.0645,1.1246,3.2694,169,3893,4451,5067,---,---
0355920_0355921,P278339 TO P870343,3-#6_CU_B,3.94,AB N,12,169,3329,4158,4324,---,0.9669,1.0709,1.143,3.2919,169,3850,4395,5001,---,---
0355920_0355923,P278339 TO P278340,3-#6_CU_B,4.17,AB N,12,168,3160,3906,4065,---,1.0635,1.1086,1.2521,3.4252,168,3610,4093,4643,---,---
0355923_0355924,P278340 TO P278341,3-#6_CU_B,4.57,AB N,12,168,2905,3531,3681,---,1.2291,1.1731,1.439,3.6538,168,3261,3660,4132,---,---
0355924_0355930,P278341 TO P870351,3-#6_CU_B,4.86,AB N,12,167,2737,3292,3435,---,1.3531,1.2215,1.579,3.8249,167,3040,3391,3814,---,---
0355930_0355933,P870351 TO P278342,3-#6_CU_B,5.07,AB N,12,167,2633,3145,3284,---,1.4376,1.2544,1.6744,3.9415,167,2906,3230,3624,---,---
0355933_0355938,P278342 TO P875805,3-#6_CU_B,5.21,AB N,12,166,2562,3046,3182,---,1.499,1.2784,1.7438,4.0263,166,2816,3121,3497,---,---
0355933_0355939,P278342 TO P872877,3-#6_CU_B,5.28,AB N,12,166,2532,3004,3139,---,1.5258,1.2888,1.7741,4.0633,166,2778,3076,3444,---,---
0355939_0355943,P872877 TO P278343,3-#6_CU_B,5.5,AB N,12,166,2434,2870,3001,---,1.6173,1.3245,1.8774,4.1896,166,2657,2931,3275,---,---
0355944_0355945,P76591 TO P870163,3-#6_CU_B,3.78,AB N,12,169,3457,4351,4522,---,0.8989,1.0459,1.0662,3.1947,169,4038,4634,5282,---,---
0355944_0355946,P76591 TO P776444,3-#2_AL_B,3.69,AB N,12,169,3543,4498,4672,---,0.8462,1.0312,1.0089,3.1449,169,4180,4827,5512,---,---
0355945_03551314A,P870163 TO 355355,3-#6_CU_B,3.91,AB N,12,169,3354,4194,4362,---,0.9529,1.0669,1.1271,3.2692,169,3887,4441,5054,---,---
0355946_0355947,P776444 TO P776445,3-#4_CU_B,3.96,AB N,12,169,3364,4252,4418,---,0.9161,1.0731,1.0931,3.2966,169,3936,4534,5170,---,---
0355947_0355948,P776445 TO P271276,3-#6_CU_B,4.06,AB N,12,169,3289,4137,4300,---,0.9574,1.0893,1.1398,3.3536,169,3826,4391,5001,---,---
FU 03551301_03551301A,P75976,Device Conductor 10A,3.12,A CN,12,172,4491,6481,6674,---,0.2251,0.898,0.3561,2.7607,172,6581,8956,9779,---,---
FU 03551308_03551308A,P778113,Device Conductor 20A,3.76,A CN,12,171,3942,5676,5844,---,0.3593,0.994,0.5251,3.1351,171,5481,7275,8124,---,---
FU 03551327_03551328,355-1686B,Device Conductor 30A,7.02,A  N,12,167,2339,---,---,---,1.1775,1.4891,1.5193,5.0196,167,2803,---,---,---,---
FU 03551337_03551337A,P876694,Device Conductor 10A,7.58,AB N,12,167,2174,2902,2997,---,1.3387,1.5754,1.711,5.3436,167,2567,3097,3540,---,---
FU 03551350_03551350A,P275036,Device Conductor 10A,7.21, BCN,12,167,2261,3014,3113,---,1.2843,1.5213,1.6365,5.1314,167,2673,3219,3680,---,---
FU 03551367_03551367A,P177855,Device Conductor 75A,4.38, BCN,12,170,3477,4902,5051,---,0.5538,1.0915,0.7534,3.497,170,4553,5813,6614,---,---
FU 0355908_0355908A,P875374,Device Conductor 60A,3.73,A  N,12,169,3505,---,---,---,0.8743,1.0348,1.0384,3.164,169,4111,---,---,---,---
FU 0355921_0355921A,P870343,Device Conductor 10A,3.95,AB N,12,169,3329,4158,4324,---,0.9669,1.0709,1.143,3.2919,169,3850,4395,5001,---,---
FU 0355924_0355924A,P278341,Device Conductor 15A,4.58,AB N,12,168,2905,3531,3681,---,1.2291,1.1731,1.439,3.6538,168,3261,3660,4132,---,---
FU 0355930_0355930A,P870351,Device Conductor 15A,4.87,AB N,12,167,2737,3292,3435,---,1.3531,1.2215,1.579,3.8249,167,3040,3391,3814,---,---
FU 0355933_0355933A,P278342,Device Conductor 15A,5.08,AB N,12,167,2633,3145,3284,---,1.4376,1.2544,1.6744,3.9415,167,2906,3230,3624,---,---
FU 0355939_0355939A,P872877,Device Conductor 30A,5.29,AB N,12,166,2532,3004,3139,---,1.5258,1.2888,1.7741,4.0633,166,2778,3076,3444,---,---
RC 035527_035527A,355-41R,Device Conductor 630A,6.13,ABCN,12,171,2934,4576,4686,5284,0.3143,1.2729,0.6082,4.4306,171,4297,6342,6865,6348,7323
SW 03552601_14581081,TS 355-T3-1458,Device Conductor 600A,6.48,ABCN,12,171,2792,4326,4431,4996,0.4078,1.3255,0.7206,4.6338,171,3979,5741,6315,5843,6629
TF 03551325_03564083,TS 355-T5-356,Device Conductor 300A,7.53,ABCN,12,167,2202,2969,3065,3429,1.2791,1.5642,1.6485,5.3191,167,2623,3189,3650,3557,3682
03551301_03551305,P75976 TO P75975,3-#6_CU_B,3.45,A CN,12,171,4136,5868,6047,---,0.3684,0.9539,0.5179,2.9585,171,5685,7409,8313,---,---
03551301A_03551302,P75976 TO H2421583565,#2_CU_PECN,3.45,A CN,12,172,4388,6253,6445,---,0.2899,0.9147,0.4767,2.7881,172,6166,8245,9057,---,---
03551302_03551303,H2421583565 TO D2422083580,#2_CU_PECN,3.6,A CN,12,171,4340,6149,6341,---,0.3188,0.9222,0.5305,2.8003,171,5994,7958,8758,---,---
03551302_03551304,H2421583565 TO D2424083570,#2_CU_PECN,3.65,A CN,12,171,4324,6116,6308,---,0.3279,0.9245,0.5475,2.8042,171,5941,7872,8666,---,---
03551308A_03551309,P778113 TO P977008,3-#4_CU_B,3.93,A CN,12,171,3813,5468,5630,---,0.4033,1.0204,0.5782,3.2306,171,5223,6869,7712,---,---
03551308A_03551313,P778113 TO P778114,3-#2A5005C,3.94,A CN,12,171,3802,5447,5609,---,0.4146,1.0205,0.59,3.2383,171,5185,6799,7648,---,---
03551309_03551310,P977008 TO P977039,3-#2_AL_B,4.09,A CN,12,171,3695,5276,5433,---,0.4468,1.0458,0.6304,3.3234,171,4993,6510,7342,---,---
03551310_03551311,P977039 TO P977140,3-#2_AL_B,4.26,A CN,12,171,3578,5086,5239,---,0.4919,1.0722,0.6847,3.4197,171,4773,6174,6989,---,---
03551311_03551312,P977140 TO P33906,3-#2_AL_B,4.57,A CN,12,170,3379,4763,4907,---,0.5752,1.1208,0.7848,3.5975,170,4413,5633,6410,---,---
03551328_03551328A,355-1686B,Device Conductor 600A,7.03,A  N,12,167,2339,---,---,---,1.1775,1.4891,1.5193,5.0196,167,2803,---,---,---,---
03551328A_03551329,355-1686B TO H2450083410,1C#2SAPECN,7.12,A  N,4.16,59,793,---,---,---,0.6442,3.0353,0.4992,2.834,59,1139,---,---,---,---
03551329_03551330,H2450083410 TO D2448283417,#2_CU_PECN,7.41,A  N,4.16,59,784,---,---,---,0.7158,3.0527,0.5709,2.8515,59,1107,---,---,---,---
03551330_03551331,D2448283417 TO D2445383402,#2_CU_PECN,7.76,A  N,4.16,59,774,---,---,---,0.804,3.0741,0.659,2.8729,59,1069,---,---,---,---
03551331_03551332,D2445383402 TO CG199999,#2_CU_PECN,7.77,A  N,4.16,59,774,---,---,---,0.8065,3.0747,0.6615,2.8735,59,1068,---,---,---,---
03551337A_03551338,P876694 TO D2449082750,1C#2SAPECN,7.89,AB N,12,166,2106,2780,2874,---,1.4448,1.6037,1.9063,5.4198,166,2446,2939,3338,---,---
03551350A_03551351,P275036 TO H2446083525,1C#2SAPECN,7.41, BCN,12,167,2212,2926,3024,---,1.3545,1.54,1.7656,5.1819,167,2584,3105,3533,---,---
03551351_03551352,H2446083525 TO D2445583530,1C#2SAPECN,7.71, BCN,12,166,2144,2806,2904,---,1.4552,1.5668,1.9508,5.2542,166,2467,2954,3341,---,---
03551352_03551353,D2445583530 TO D2443583528,#2_CU_PECN,7.99, BCN,12,166,2111,2745,2842,---,1.5097,1.5809,2.0523,5.2772,166,2409,2878,3244,---,---
03551353_03551354,D2443583528 TO D2442583540,#2_CU_PECN,8.15, BCN,12,166,2092,2710,2807,---,1.542,1.5892,2.1122,5.2909,166,2377,2835,3190,---,---
03551354_03551355,D2442583540 TO CG199999,#2_CU_PECN,8.16, BCN,12,166,2091,2708,2805,---,1.5439,1.5897,2.1158,5.2917,166,2375,2833,3186,---,---
03551367A_03551368,P177855 TO P177856,3-#6_CU_B,4.58, BCN,12,170,3338,4650,4794,---,0.6353,1.1232,0.8453,3.6094,170,4278,5379,6144,---,---
03551368_03551369,P177856 TO P177857,3-#6_CU_B,5.11, BCN,12,169,2999,4047,4180,---,0.8571,1.2098,1.0959,3.9157,169,3669,4462,5113,---,---
03551369_03551370,P177857 TO P371613,3-#6_CU_B,5.41, BCN,12,168,2830,3755,3883,---,0.9835,1.259,1.2386,4.0902,168,3391,4065,4653,---,---
03551370_03551371,P371613 TO P130475,3-#2_AL_B,5.59, BCN,12,168,2752,3639,3764,---,1.0308,1.2867,1.2954,4.1911,168,3281,3922,4486,---,---
03551370_03551390,P371613 TO P876128,3-#2_AL_B,5.68, BCN,12,168,2715,3584,3707,---,1.0544,1.3004,1.3238,4.2414,168,3228,3854,4407,---,---
03551370_03551391,P371613 TO P371614,3-#2_AL_B,5.49, BCN,12,168,2793,3699,3826,---,1.006,1.2722,1.2656,4.1381,168,3337,3996,4572,---,---
03551371_03551372,P130475 TO P33649,3-#2_AL_B,5.69, BCN,12,168,2708,3573,3696,---,1.059,1.3031,1.3294,4.2513,168,3218,3841,4392,---,---
03551371_03551389,P130475 TO P130476,3-#2_AL_B,5.82, BCN,12,168,2657,3498,3618,---,1.0925,1.3227,1.3695,4.3227,168,3147,3750,4285,---,---
03551372_03551373,P33649 TO P875263,3-#2_AL_B,5.96, BCN,12,168,2600,3413,3531,---,1.1315,1.3455,1.4164,4.406,168,3068,3648,4167,---,---
03551372_03551387,P33649 TO P33650,3-#2_AL_B,5.95, BCN,12,168,2606,3423,3541,---,1.127,1.3428,1.4111,4.3964,168,3077,3659,4180,---,---
03551372_03551388,P33649 TO P130565,3-#2_AL_B,5.74, BCN,12,168,2690,3546,3668,---,1.0709,1.3101,1.3436,4.2766,168,3193,3808,4353,---,---
03551373_03551374,P875263 TO P875264,3-#2_AL_B,6.12, BCN,12,168,2543,3328,3444,---,1.1723,1.3694,1.4656,4.4932,168,2989,3547,4049,---,---
03551374_03551375,P875264 TO P876480,3-#2_AL_B,6.16, BCN,12,168,2528,3307,3422,---,1.1831,1.3756,1.4785,4.5162,168,2969,3522,4019,---,---
03551374_03551378,P875264 TO P876517,3-#2_AL_B,6.28, BCN,12,167,2485,3243,3357,---,1.2155,1.3945,1.5174,4.5853,167,2910,3447,3932,---,---
03551375_03551376,P876480 TO CG199999,3-#2_AL_B,6.17, BCN,12,168,2524,3302,3417,---,1.1857,1.3772,1.4817,4.5219,168,2964,3515,4012,---,---
03551375_03551377,P876480 TO P877291,3-#2_AL_B,6.38, BCN,12,167,2451,3194,3306,---,1.2415,1.4098,1.5488,4.641,167,2865,3389,3864,---,---
03551378_03551379,P876517 TO P876518,3-#2_AL_B,6.46, BCN,12,167,2423,3153,3264,---,1.2638,1.4228,1.5756,4.6885,167,2827,3341,3808,---,---
03551379_03551380,P876518 TO P876852,3-#2_AL_B,6.61, BCN,12,167,2373,3081,3190,---,1.304,1.4463,1.6239,4.7744,167,2761,3257,3711,---,---
03551379_03551385,P876518 TO P876560,3-#2_AL_B,6.5, BCN,12,167,2408,3132,3242,---,1.2755,1.4296,1.5897,4.7135,167,2807,3316,3779,---,---
03551380_03551381,P876852 TO P876853,3-#2_AL_B,6.7, BCN,12,167,2346,3042,3149,---,1.3269,1.4597,1.6514,4.8232,167,2725,3212,3657,---,---
03551381_03551382,P876853 TO P30231,3-#2_AL_B,6.8, BCN,12,167,2313,2994,3101,---,1.3552,1.4762,1.6855,4.8837,167,2681,3157,3593,---,---
03551382_03551383,P30231 TO P876854,3-#2_AL_B,6.98, BCN,12,167,2259,2916,3020,---,1.4036,1.5045,1.7436,4.987,167,2610,3068,3489,---,---
03551601_03551602,P276957 TO P574822,3-#4_CU_B,4.17, BCN,12,172,3787,5666,5819,---,0.2437,1.0305,0.4321,3.3497,172,5582,7916,8578,---,---
03551601_03551603,P276957 TO P677306,3-#2A5005C,4.04, BCN,12,172,3876,5810,5967,---,0.2132,1.0104,0.3949,3.2789,172,5786,8280,8908,---,---
03551603_03551604,P677306 TO P772317,3-#2A5005C,4.2, BCN,12,172,3765,5631,5783,---,0.2606,1.0331,0.4506,3.3674,172,5509,7773,8461,---,---
03551701_03551702,P678713 TO P876820,3-#4_CU_B,4.37,A CN,12,172,3663,5478,5626,---,0.2769,1.0596,0.4761,3.4615,172,5333,7512,8192,---,---
03551702_03551703,P876820 TO P678714,3-#4_CU_B,4.45,A CN,12,171,3605,5383,5529,---,0.2999,1.0734,0.5039,3.5115,171,5204,7285,7981,---,---
03551703_03551704,P678714 TO P878931,3-#2_AL_B,4.64,A CN,12,171,3490,5190,5330,---,0.3492,1.1022,0.563,3.6165,171,4951,6844,7562,---,---
03551703_03551708,P678714 TO P678715,3-#4_CU_B,4.83,A CN,12,171,3378,5000,5137,---,0.3978,1.1321,0.6219,3.724,171,4717,6448,7174,---,---
03551704_03551705,P878931 TO P878932,3-#2_AL_B,4.84,A CN,12,171,3373,4992,5128,---,0.4017,1.1329,0.6262,3.7288,171,4704,6424,7153,---,---
03551705_03551706,P878932 TO P878933,3-#2_AL_B,4.98,A CN,12,171,3289,4850,4983,---,0.4411,1.1559,0.6735,3.8127,171,4534,6141,6870,---,---
03551706_03551707,P878933 TO CG199999,3-#2_AL_B,4.99,A CN,12,171,3284,4840,4973,---,0.4437,1.1574,0.6767,3.8184,171,4523,6122,6851,---,---
03551708_03551709,P678715 TO P164291,3-#4_CU_B,4.97,A CN,12,171,3294,4859,4992,---,0.4363,1.1552,0.6683,3.8076,171,4549,6166,6893,---,---
03551708_03551715,P678715 TO P678716,3-#4_CU_B,5.13,A CN,12,171,3211,4717,4848,---,0.4764,1.1793,0.7167,3.8948,171,4385,5896,6619,---,---
03551708_03551716,P678715 TO P238820,3-#2_CU_B,5,A CN,12,171,3287,4860,4993,---,0.4266,1.1585,0.6599,3.8217,171,4558,6203,6922,---,---
03552501_03552502,P75961 TO 355-6R,3-336_AL_C,6.32,ABCN,12,171,2875,4510,4617,5208,0.3078,1.2942,0.6122,4.5367,171,4229,6294,6792,6284,7268
035527A_035528,355-41R TO P170545,3-#4_CU_C,6.2,ABCN,12,171,2903,4523,4632,5223,0.3332,1.284,0.631,4.4725,171,4228,6210,6746,6238,7171
035528_035529,P170545 TO P33580,3-#4_CU_C,6.39,ABCN,12,171,2828,4391,4497,5070,0.3817,1.3121,0.6894,4.5795,171,4061,5894,6457,5972,6806
035529_035530,P33580 TO P574573,3-#4_CU_C,6.43,ABCN,12,171,2812,4362,4468,5037,0.3924,1.3184,0.7024,4.6034,171,4025,5828,6395,5916,6729
035530_035531,P574573 TO P574572,3-#4_CU_C,6.63,ABCN,12,171,2733,4221,4324,4874,0.4462,1.3497,0.7673,4.7222,171,3856,5516,6100,5648,6369
035531_035532,P574572 TO P108521,3-#4_CU_C,6.85,ABCN,12,170,2655,4080,4180,4711,0.5023,1.3823,0.8349,4.8461,170,3694,5222,5816,5392,6030
035532_03553207,P108521 TO P671940,3-#4_CU_C,6.9,ABCN,12,170,2634,4043,4143,4669,0.5171,1.3909,0.8527,4.8788,170,3653,5150,5745,5328,5946
035532_035533,P108521 TO P373950,3-#4_CU_C,7.06,ABCN,12,170,2581,3947,4045,4558,0.5573,1.4143,0.9013,4.9678,170,3546,4961,5557,5161,5729
035533_03553346,P373950 TO P278251,3-#2A5005C,7.16,AB N,12,170,2546,3882,3978,---,0.5885,1.4292,0.9379,5.026,170,3473,4830,5427,---,---
035533_035534,P373950 TO P574571,3-#4_CU_C,7.29,ABCN,12,170,2502,3804,3899,4393,0.6194,1.4504,0.9761,5.105,170,3393,4695,5287,4921,5421
035534_035535,P574571 TO P170868,3-#4_CU_C,7.44,ABCN,12,170,2454,3717,3810,4292,0.6592,1.4735,1.0241,5.1929,170,3301,4538,5126,4778,5240
035535_035536,P170868 TO P373951,3-#4_CU_C,7.6,ABCN,12,169,2405,3629,3721,4190,0.7007,1.4977,1.0741,5.2845,169,3210,4385,4966,4637,5063
035536_035537,P373951 TO P574570,3-#4_CU_C,7.76,ABCN,12,169,2358,3544,3634,4092,0.7421,1.5217,1.124,5.376,169,3125,4241,4815,4504,4897
035537_035538,P574570 TO P373952,3-#4_CU_C,7.94,ABCN,12,169,2305,3448,3537,3982,0.7907,1.55,1.1827,5.4836,169,3029,4084,4648,4357,4716
035538_035539,P373952 TO P574569,3-#4_CU_C,8.09,ABCN,12,169,2264,3375,3462,3897,0.8293,1.5724,1.2291,5.5687,169,2957,3967,4522,4246,4581
035539_035540,P574569 TO P373953,3-#4_CU_C,8.27,ABCN,12,168,2217,3291,3377,3800,0.8752,1.5992,1.2846,5.6703,168,2876,3836,4380,4121,4429
035540_035541,P373953 TO P574568,3-#4_CU_C,8.43,ABCN,12,168,2175,3216,3300,3714,0.9181,1.6241,1.3363,5.7651,168,2804,3721,4254,4011,4297
035541_035542,P574568 TO P170872,3-#4_CU_C,8.57,ABCN,12,168,2139,3151,3234,3639,0.9563,1.6463,1.3823,5.8495,168,2743,3624,4148,3917,4185
035542_035543,P170872 TO 355-29,3-#4_CU_C,8.71,ABCN,12,168,2106,3093,3175,3572,0.9918,1.667,1.4252,5.928,168,2688,3538,4053,3833,4086
035543_03554301,355-29 TO P474981,3-#4_CU_C,8.85,ABCN,12,168,2073,3035,3115,3504,1.0288,1.6885,1.4697,6.0097,168,2633,3453,3958,3750,3987
0355908A_0355909,P875374 TO P875369,3-#6_CU_C,3.94,A  N,12,169,3336,---,---,---,0.9665,1.0985,1.1306,3.2277,169,3861,---,---,---,---
0355909_0355910,P875369 TO D2430083430,1C#2SAPECN,4.04,A  N,12,169,3284,---,---,---,1.0086,1.1122,1.1727,3.2415,169,3773,---,---,---,---
0355910_0355911,D2430083430 TO D2429483428,1C#2SAPECN,4.08,A  N,12,168,3259,---,---,---,1.0292,1.1189,1.1933,3.2482,168,3731,---,---,---,---
0355910_0355912,D2430083430 TO H2434383420,1C#2SAPECN,4.5,A  N,12,168,3045,---,---,---,1.2137,1.1791,1.3778,3.3083,168,3394,---,---,---,---
0355910_0355919,D2430083430 TO D2431083932,1C#2SAPECN,4.16,A  N,12,168,3216,---,---,---,1.0647,1.1305,1.2288,3.2597,168,3662,---,---,---,---
0355912_0355913,H2434383420 TO D2433883436,1C#2SAPECN,4.57,A  N,12,168,3013,---,---,---,1.2431,1.1886,1.4072,3.3179,168,3346,---,---,---,---
0355912_0355914,H2434383420 TO D2433983410,1C#2SAPECN,4.64,A  N,12,167,2981,---,---,---,1.2725,1.1982,1.4366,3.3275,167,3299,---,---,---,---
0355912_0355915,H2434383420 TO H2438683383,1C#2SAPECN,5.03,A  N,12,167,2805,---,---,---,1.443,1.2538,1.6071,3.383,167,3050,---,---,---,---
0355915_0355916,H2438683383 TO H2431583382,1C#2SAPECN,5.2,A  N,12,166,2734,---,---,---,1.5171,1.2779,1.6812,3.4072,166,2953,---,---,---,---
0355915_0355918,H2438683383 TO D2438783382,1C#2SAPECN,5.08,A  N,12,167,2782,---,---,---,1.4667,1.2615,1.6308,3.3907,167,3019,---,---,---,---
0355916_0355917,H2431583382 TO D2435683366,2ALPECNPID,5.49,A  N,12,166,2687,---,---,---,1.5805,1.2838,1.7446,3.4131,166,2884,---,---,---,---
0355921A_0355922,P870343 TO D2436083330,#2_CU_PECN,4.05,AB N,12,169,3301,4112,4278,---,0.9858,1.0758,1.178,3.2998,169,3801,4337,4925,---,---
0355924A_0355925,P278341 TO H2428083430,#2_CU_PECN,4.69,AB N,12,167,2879,3490,3639,---,1.2516,1.1789,1.4809,3.6633,167,3219,3612,4069,---,---
0355925_0355926,H2428083430 TO D2430083400,#2_CU_PECN,4.94,AB N,12,167,2824,3404,3553,---,1.2991,1.1912,1.5694,3.6834,167,3133,3513,3942,---,---
0355925_0355928,H2428083430 TO D2429083440,#2_CU_PECN,4.76,AB N,12,167,2864,3466,3615,---,1.2646,1.1823,1.5051,3.6688,167,3195,3584,4033,---,---
0355926_0355927,D2430083400 TO CG199999,#2_CU_PECN,4.95,AB N,12,167,2822,3401,3550,---,1.3011,1.1917,1.573,3.6842,167,3130,3509,3937,---,---
