Section - Id,Section - Phase Cond,Section - Amp Rating,Section - Dist,Section - Phasing,Volts - Out,Volts - Drop,Into - Amps,Into - pf,% Ldg - Cont,% Ldg - Emer,In - kW,In - kvar,Into - kW,Into - kvar,Into - c.kVA,Into - Cust,Loss - kW,Loss - kvar,Load Cat,Desc
0909_09091,1000AXLPEP,520,0.27,ABCN,126,0,165,100,32,32,0,0,3601,-1,12281,473,1,1,---,909 TO M120836
09091_09092,1000AXLPEP,520,0.77,ABCN,125.9,0,165,100,32,32,0,0,3600,-1,12281,473,1,1,---,M120836 TO H119754
09092_09093,1000AXLPEP,520,1.55,ABCN,125.9,0.1,165,100,32,32,0,0,3599,-3,12281,473,2,2,---,H119754 TO H119755
09093_09094,1000AXLPEP,520,1.76,ABCN,125.9,0,165,100,32,32,0,0,3597,-5,12281,473,0,1,---,H119755 TO 909-1
SW 09094_09094A,Device Conductor 900A,900,1.77,ABCN,125.9,0,165,100,18,18,0,0,3596,-5,12281,473,0,0,---,909-1
09094A_09095,3-636_AL_C,770,1.82,ABCN,125.9,0,165,100,21,21,0,0,3596,-5,12281,473,0,0,---,909-1 TO Z12847
09095_09096,3-3/0_AL_C,300,1.91,ABCN,125.8,0,165,100,55,55,0,0,3596,-6,12281,473,1,1,---,Z12847 TO 909-17R
RC 09096_09096A,Device Conductor 630A,630,1.92,ABCN,125.8,0,165,100,26,26,0,0,3595,-7,12281,473,0,0,---,909-17R
09096A_09097,3-3/0_AL_C,300,2.06,ABCN,125.8,0,165,100,55,55,1,0,3595,-7,12281,473,1,2,---,909-17R TO Z12846
09097_09098,3-3/0_AL_C,300,2.34,ABCN,125.7,0.1,164.9,100,55,55,0,0,3593,-8,12271,471,2,3,---,Z12846 TO Z113393
09098_0909801,3-#6_CU_B,130,2.44,A CN,125.7,0,0.2,-98.5,0,0,0,0,2,0,15,1,0,0,---,Z113393 TO P217478
09098_0909804,3-#6_CU_C,130,2.68,ABCN,125.7,0,0.6,-98.5,0,0,4,-1,12,-2,85,8,0,0,---,Z113393 TO P113394
09098_0909812,3-#6_CU_C,130,2.46,ABCN,125.7,0,0.3,-98.5,0,0,0,0,7,-1,50,4,0,0,---,Z113393 TO P113298
09098_09099,3-3/0_AL_C,300,2.61,ABCN,125.6,0.1,163.9,100,55,55,0,0,3568,-8,12121,458,2,3,---,Z113393 TO Z210656
09099_090910,3-3/0_AL_C,300,2.96,ABCN,125.5,0.1,163.9,100,55,55,2,0,3566,-11,12121,458,3,4,---,Z210656 TO Z817058
090910_090911,3-3/0_AL_C,300,3.3,ABCN,125.4,0.1,163.8,100,55,55,0,0,3561,-14,12106,456,3,4,---,Z817058 TO Z12843
090911_090912,3-3/0_AL_C,300,3.61,ABCN,125.3,0.1,163.8,100,55,55,0,0,3558,-18,12106,456,3,4,---,Z12843 TO Z16470
090912_090913,3-3/0_AL_C,300,3.87,ABCN,125.2,0.1,163.8,100,55,55,0,0,3555,-22,12106,456,2,3,---,Z16470 TO Z12842
090913_09091301,3-#6_CU_C,130,3.91,ABCN,125.2,0,0.3,-98.5,0,0,0,0,6,-1,40,3,0,0,---,Z12842 TO P311110
090913_090914,3-3/0_AL_C,300,4.02,ABCN,125.2,0,163.5,100,55,55,2,0,3547,-24,12066,453,1,2,---,Z12842 TO Z319718
090914_090915,3-3/0_AL_C,300,4.21,ABCN,125.1,0.1,163.4,100,54,54,0,0,3544,-25,12051,452,2,2,---,Z319718 TO Z12841
090915_090916,3-3/0_AL_C,300,4.34,ABCN,125.1,0,163.4,100,54,54,0,0,3542,-27,12051,452,1,2,---,Z12841 TO P318215
090916_09091601,3-#6_CU_B,130,4.43, BCN,125.1,0,0.5,-98.5,0,0,4,-1,7,-1,45,4,0,0,---,P318215 TO P318216
090916_090917,3-3/0_AL_C,300,4.42,ABCN,125.1,0,163.1,100,54,54,0,0,3535,-28,12006,448,1,1,---,P318215 TO P214232
090917_090918,3-3/0_AL_C,300,4.53,ABCN,125,0,163.1,100,54,54,0,0,3534,-28,12006,448,1,1,---,P214232 TO Z214233
090918_090919,3-3/0_AL_C,300,4.69,ABCN,125,0,163.1,100,54,54,0,0,3533,-30,12006,448,1,2,---,Z214233 TO P112705
090919_090920,3-3/0_AL_C,300,4.74,ABCN,125,0,163.1,100,54,54,0,0,3532,-32,12006,448,0,1,---,P112705 TO Z819069
090920_090921,3-3/0_AL_C,300,4.94,ABCN,124.9,0.1,163.1,100,54,54,0,0,3531,-32,12006,448,2,2,---,Z819069 TO Z16464
090921_09092101,3-#6_CU_C,130,5.14,ABCN,124.9,0,6.4,-98.5,5,5,2,0,136,-24,940,51,0,0,---,Z16464 TO P118742
090921_090922,3-3/0_AL_C,300,5.1,ABCN,124.9,0,156.8,100,52,52,0,0,3393,-11,11066,397,1,2,---,Z16464 TO Z12839
090922_090923,3-3/0_AL_C,300,5.35,ABCN,124.8,0.1,156.7,100,52,52,0,0,3388,-12,11041,394,2,3,---,Z12839 TO Z817057
090923_090924,3-3/0_AL_C,300,5.56,ABCN,124.7,0.1,156.7,100,52,52,0,0,3386,-15,11041,394,2,2,---,Z817057 TO Z12838
090924_090925,3-3/0_AL_C,300,5.79,ABCN,124.7,0.1,156.7,100,52,52,0,0,3385,-17,11041,394,2,2,---,Z12838 TO Z617248
090925_09092501,3-#2_AL_C,180,5.97,ABCN,124.7,0,0.5,-98.5,0,0,7,-1,11,-2,75,2,0,0,---,Z617248 TO P617249
090925_090926,3-3/0_AL_C,300,6.01,ABCN,124.6,0.1,156.2,100,52,52,0,0,3372,-17,10966,392,2,2,---,Z617248 TO Z12837
090926_090927,3-3/0_AL_C,300,6.28,ABCN,124.5,0.1,156.2,100,52,52,0,0,3370,-19,10966,392,2,3,---,Z12837 TO Z817056
090927_090928,3-3/0_AL_C,300,6.56,ABCN,124.5,0.1,156.2,100,52,52,0,0,3368,-22,10966,392,2,3,---,Z817056 TO Z12836
090928_090929,3-3/0_AL_C,300,6.78,ABCN,124.4,0.1,156.2,100,52,52,0,0,3366,-25,10966,392,2,2,---,Z12836 TO Z817055
090929_090930,3-3/0_AL_C,300,7.01,ABCN,124.3,0.1,156.2,100,52,52,0,0,3364,-27,10966,392,2,2,---,Z817055 TO Z12835
090930_09093001,3-#6_CU_C,130,7.04,ABCN,124.3,0,0.2,-98.5,0,0,0,0,4,-1,25,2,0,0,---,Z12835 TO P316885
090930_090931,3-3/0_AL_C,300,7.23,ABCN,124.3,0.1,156,100,52,52,0,0,3359,-29,10941,390,2,2,---,Z12835 TO Z817054
090931_090932,3-3/0_AL_C,300,7.45,ABCN,124.2,0.1,156,100,52,52,0,0,3357,-32,10941,390,2,2,---,Z817054 TO Z12834
090932_09093201,3-#6_CU_C,130,7.54,ABCN,124.2,0,1.8,-98.5,1,1,0,0,39,-7,270,10,0,0,---,Z12834 TO P16456
090932_090933,3-3/0_AL_C,300,7.91,ABCN,124.1,0.1,154.2,100,51,51,0,0,3317,-27,10671,380,3,5,---,Z12834 TO Z12833
090933_09093301,3-#6_CU_C,130,7.95,ABCN,124.1,0,0.7,-98.5,1,1,0,0,14,-2,100,2,0,0,---,Z12833 TO P316886
090933_090934,3-3/0_AL_C,300,8.36,ABCN,124,0.1,153.5,100,51,51,0,0,3299,-29,10571,378,3,5,---,Z12833 TO Z12832
090934_090935,3-3/0_AL_C,300,8.78,ABCN,123.8,0.1,153.5,100,51,51,0,0,3296,-34,10571,378,3,4,---,Z12832 TO Z12831
090935_090936,3-3/0_AL_C,300,9.02,ABCN,123.8,0.1,153.5,100,51,51,0,0,3292,-38,10571,378,2,2,---,Z12831 TO Z112706
090936_090937,3-3/0_AL_C,300,9.26,ABCN,123.7,0.1,153.5,100,51,51,0,0,3291,-40,10571,378,2,2,---,Z112706 TO Z12830
090937_09093701,3-#6_CU_C,130,9.43,ABCN,123.7,0,7.6,-98.6,6,6,0,0,160,-28,1123,36,0,0,---,Z12830 TO P16448
090937_090938,3-3/0_AL_C,300,9.47,ABCN,123.6,0.1,146,100,49,49,0,0,3129,-15,9449,342,1,2,---,Z12830 TO Z112707
090938_090939,3-3/0_AL_C,300,9.7,ABCN,123.6,0.1,146,100,49,49,0,0,3127,-17,9449,342,2,2,---,Z112707 TO Z12829
090939_09093901,3-#6_CU_C,130,9.73,ABCN,123.6,0,0.5,-98.5,0,0,0,0,11,-2,75,1,0,0,---,Z12829 TO P110644
090939_09093903,3-#6_CU_C,130,10,ABCN,123.6,0,2.1,-98.5,2,2,0,0,44,-8,310,11,0,0,---,Z12829 TO P18686
090939_090940,3-3/0_AL_C,300,9.95,ABCN,123.5,0.1,143.5,100,48,48,4,-1,3071,-10,9064,330,2,2,---,Z12829 TO Z112708
090940_090941,3-3/0_AL_C,300,10.14,ABCN,123.5,0.1,143.3,100,48,48,1,0,3066,-11,9039,329,1,2,---,Z112708 TO Z12828
090941_090942,3-3/0_AL_C,300,10.25,ABCN,123.4,0,143.2,100,48,48,0,0,3063,-13,9029,328,1,1,---,Z12828 TO P814881
090942_09094201,3-#2_AL_B,180,10.35,AB N,123.4,0,0.3,-98.5,0,0,0,0,4,-1,25,1,0,0,---,P814881 TO P814882
090942_090943,3-3/0_AL_C,300,10.37,ABCN,123.4,0,143.1,100,48,48,4,-1,3059,-13,9004,327,1,1,---,P814881 TO Z112709
090943_090944,3-3/0_AL_C,300,10.61,ABCN,123.3,0.1,142.9,100,48,48,3,0,3054,-13,8979,326,2,2,---,Z112709 TO Z12827
090944_090945,3-3/0_AL_C,300,10.83,ABCN,123.3,0.1,142.8,100,48,48,0,0,3050,-15,8959,325,1,2,---,Z12827 TO Z112710
090945_090946,3-3/0_AL_C,300,11.07,ABCN,123.2,0.1,142.8,100,48,48,0,0,3049,-17,8959,325,2,2,---,Z112710 TO Z12826
090946_09094601,3-#6_CU_C,130,11.11,ABCN,123.2,0,0.5,-98.5,0,0,0,0,11,-2,75,2,0,0,---,Z12826 TO P316887
090946_090947,3-3/0_AL_C,300,11.38,ABCN,123.1,0.1,142.3,100,47,47,3,0,3036,-17,8884,323,2,3,---,Z12826 TO Z515458
090947_090948,3-3/0_AL_C,300,11.51,ABCN,123.1,0,142.1,100,47,47,0,0,3032,-19,8864,323,1,1,---,Z515458 TO Z12825
090948_09094801,3-#2A5005C,180,11.56,AB N,123.1,0,0.4,-98.5,0,0,2,0,6,-1,40,5,0,0,---,Z12825 TO P110645
090948_090949,3-3/0_AL_C,300,11.73,ABCN,123.1,0.1,141.9,100,47,47,0,0,3025,-19,8824,318,1,2,---,Z12825 TO Z817053
090949_090950,3-3/0_AL_C,300,11.95,ABCN,123,0.1,140.4,100,47,47,0,0,2992,-16,8599,313,1,2,---,Z817053 TO Z12824
090950_09095001,3-#6_CU_C,130,12.03,ABCN,123,0,1.8,-98.5,1,1,0,0,37,-6,260,19,0,0,---,Z12824 TO P111004
090950_09095021,3-#2_AL_C,180,12.03,ABCN,123,0,0.5,-98.5,0,0,11,-2,11,-2,75,1,0,0,---,Z12824 TO P236607
090950_090951,3-3/0_AL_C,300,12.18,ABCN,122.9,0.1,138.1,100,46,46,0,0,2943,-10,8264,293,1,2,---,Z12824 TO Z16445
090951_09095101,3-#6_CU_B,130,12.29,A CN,123,0,0.3,-98.5,0,0,4,-1,4,-1,25,1,0,0,---,Z16445 TO P319096
090951_09095102,3-#6_CU_C,130,12.27,ABCN,122.9,0,0.9,-98.5,1,1,0,0,19,-3,135,9,0,0,---,Z16445 TO P16446
090951_090952,3-3/0_AL_C,300,12.48,ABCN,122.9,0.1,137.1,100,46,46,0,0,2919,-7,8104,283,2,2,---,Z16445 TO Z12823
090952_09095201,3-#6_CU_C,130,12.52,ABCN,122.9,0,0.4,-98.5,0,0,0,0,8,-1,60,6,0,0,---,Z12823 TO P318970
090952_09095206,3-#2_AL_B,180,12.58,AB N,122.9,0,0.3,-98.5,0,0,4,-1,4,-1,25,1,0,0,---,Z12823 TO P112413
090952_090953,3-3/0_AL_C,300,12.84,ABCN,122.8,0.1,136.5,100,46,46,0,0,2905,-8,8019,276,2,3,---,Z12823 TO Z12822
090953_09095301,3-#6_CU_C,130,12.87,ABCN,122.8,0,0.2,-98.5,0,0,0,0,4,-1,25,3,0,0,---,Z12822 TO P618857
090953_090954,3-636_AL_C,770,13.03,ABCN,122.8,0,136.3,100,18,18,0,0,2900,-10,7994,273,0,1,---,Z12822 TO Z18501
090954_09095401,3-#6_CU_C,130,13.12,ABCN,122.8,0,10.6,-98.5,8,8,0,0,222,-38,1573,80,0,0,---,Z18501 TO P114750
090954_09095494,3-#6_CU_B,130,13.1,AB N,122.8,0,0.5,-98.5,0,0,0,0,7,-1,50,4,0,0,---,Z18501 TO P18502
090954_090955,3-636_AL_C,770,13.19,ABCN,122.8,0,125.6,100,16,16,0,0,2670,28,6371,189,0,1,---,Z18501 TO P188058
090955_090956,3-636_AL_C,770,13.33,ABCN,122.7,0,125.6,100,16,16,0,0,2670,27,6371,189,0,1,---,P188058 TO 909-5
0909801_0909802,3-#6_CU_B,130,2.68,A CN,125.7,0,0.2,-98.5,0,0,0,0,2,0,15,1,0,0,---,P217478 TO P217479
0909802_0909803,3-#6_CU_B,130,2.93,A CN,125.7,0,0.2,-98.5,0,0,2,0,2,0,15,1,0,0,---,P217479 TO P217480
0909804_0909805,3-#6_CU_C,130,2.96,ABCN,125.7,0,0.4,-98.5,0,0,0,0,8,-1,55,4,0,0,---,P113394 TO P113395
0909805_0909806,3-#6_CU_C,130,3.27,ABCN,125.7,0,0.4,-98.5,0,0,0,0,8,-1,55,4,0,0,---,P113395 TO P113396
0909806_0909807,3-#6_CU_C,130,3.57,ABCN,125.7,0,0.4,-98.5,0,0,0,0,8,-1,55,4,0,0,---,P113396 TO P113397
0909807_0909808,3-#6_CU_C,130,3.98,ABCN,125.7,0,0.2,-98.5,0,0,4,-1,4,-1,30,1,0,0,---,P113397 TO P219619
0909807_0909809,3-#6_CU_B,130,3.77, BCN,125.7,0,0.3,-98.5,0,0,0,0,4,-1,25,3,0,0,---,P113397 TO P113398
0909809_0909810,3-#6_CU_B,130,4.08, BCN,125.7,0,0.3,-98.5,0,0,0,0,4,-1,25,3,0,0,---,P113398 TO P113399
0909810_0909811,3-#6_CU_B,130,4.22, BCN,125.7,0,0.3,-98.5,0,0,4,-1,4,-1,25,3,0,0,---,P113399 TO P113400
0909812_0909813,3-#6_CU_C,130,2.74,ABCN,125.7,0,0.3,-98.5,0,0,4,-1,7,-1,50,4,0,0,---,P113298 TO P113299
0909813_0909814,3-#6_CU_C,130,2.99,ABCN,125.7,0,0.2,-98.5,0,0,4,-1,4,-1,25,3,0,0,---,P113299 TO P113300
FU 090922_090922A,Device Conductor 30A,30,5.11,ABCN,124.9,0,0.2,-98.5,1,1,0,0,4,-1,25,3,0,0,---,Z12839
FU 09093903_09093903A,Device Conductor 60A,60,10.01,ABCN,123.6,0,2.1,-98.5,3,3,0,0,44,-8,310,11,0,0,---,P18686
FU 090949_090949A,Device Conductor 60A,60,11.74,  CN,123,0,4.5,-98.5,8,8,0,0,32,-6,225,5,0,0,---,Z817053
FU 09095001_09095001A,Device Conductor 30A,30,12.04,ABCN,123,0,1.8,-98.5,6,6,0,0,37,-6,260,19,0,0,---,P111004
FU 09095102_09095102A,Device Conductor 15A,15,12.28,ABCN,122.9,0,0.9,-98.5,6,6,0,0,19,-3,135,9,0,0,---,P16446
SW 090935_103033AN,Device Conductor 600A,600,8.79,ABCN,123.8,0,0,100,0,0,0,0,0,0,0,0,0,0,---,TS 909-T1-1030
SW 090956_090956A,Device Conductor 600A,600,13.34,ABCN,122.7,0,125.6,100,21,21,0,0,2670,26,6371,189,0,0,---,909-5
SW 090956A_103055AN,Device Conductor 600A,600,13.35,ABCN,122.7,0,0,100,0,0,0,0,0,0,0,0,0,0,---,TS 909-T3-1030
09091301_09091302,3-#6_CU_C,130,4.14,ABCN,125.2,0,0.3,-98.5,0,0,6,-1,6,-1,40,3,0,0,---,P311110 TO P311111
09091601_09091602,3-#6_CU_B,130,4.66, BCN,125.1,0,0.2,-98.5,0,0,1,0,3,0,20,3,0,0,---,P318216 TO P318217
09091602_09091603,3-#6_CU_B,130,4.8, BCN,125.1,0,0.1,-98.5,0,0,0,0,1,0,10,1,0,0,---,P318217 TO P318218
09091603_09091604,3-#6_CU_B,130,5.14, BCN,125.1,0,0.1,-98.5,0,0,1,0,1,0,10,1,0,0,---,P318218 TO P318219
09092101_09092102,3-#6_CU_C,130,5.24,ABCN,124.9,0,6.3,-98.5,5,5,7,-1,134,-23,925,49,0,0,---,P118742 TO P238851
09092102_09092103,3-#6_CU_C,130,5.31,ABCN,124.9,0,6,-98.5,5,5,0,0,128,-22,880,49,0,0,---,P238851 TO P16465
090922A_09092201,3-#4_CU_B,180,5.22,AB N,124.9,0,0.3,-98.5,0,0,0,0,4,-1,25,3,0,0,---,Z12839 TO P413487
09092501_09092502,3-#2_AL_B,180,6.21,AB N,124.7,0,0.3,-98.5,0,0,0,0,4,-1,25,1,0,0,---,P617249 TO P617250
09092502_09092503,3-#2_AL_B,180,6.44,AB N,124.7,0,0.3,-98.5,0,0,4,-1,4,-1,25,1,0,0,---,P617250 TO P617251
09093001_09093002,3-#6_CU_C,130,7.31,ABCN,124.3,0,0.2,-98.5,0,0,0,0,4,-1,25,2,0,0,---,P316885 TO P216612
09093002_09093003,3-#6_CU_C,130,7.63,ABCN,124.3,0,0.2,-98.5,0,0,0,0,4,-1,25,2,0,0,---,P216612 TO P216613
09093003_09093004,3-#2_AL_B,180,7.75,AB N,124.3,0,0.3,-98.5,0,0,4,-1,4,-1,25,2,0,0,---,P216613 TO P617232
09093201_09093202,3-#6_CU_C,130,7.75,ABCN,124.2,0,1.8,-98.5,1,1,0,0,39,-7,270,10,0,0,---,P16456 TO P511918
09093202_09093203,3-#6_CU_C,130,7.85,ABCN,124.2,0,1.8,-98.5,1,1,7,-1,39,-7,270,10,0,0,---,P511918 TO P16457
09093203_09093204,3-#6_CU_C,130,8.15,ABCN,124.2,0,1.5,-98.5,1,1,0,0,32,-5,220,7,0,0,---,P16457 TO P16458
09093204_09093205,3-#6_CU_C,130,8.46,ABCN,124.2,0,1.5,-98.5,1,1,0,0,32,-5,220,7,0,0,---,P16458 TO P16459
09093205_09093206,3-#6_CU_C,130,8.71,ABCN,124.2,0,1.5,-98.5,1,1,2,0,32,-5,220,7,0,0,---,P16459 TO P16460
09093206_09093207,3-#6_CU_C,130,8.91,ABCN,124.2,0,1.4,-98.5,1,1,0,0,29,-5,205,6,0,0,---,P16460 TO P16461
09093207_09093208,3-#6_CU_C,130,9.02,ABCN,124.2,0,1.4,-98.5,1,1,0,0,29,-5,205,6,0,0,---,P16461 TO P16462
09093208_09093209,3-#2_AL_C,180,9.31,ABCN,124.2,0,1.2,-98.5,1,1,4,-1,25,-4,175,6,0,0,---,P16462 TO P16463
09093208_09093216,3-#6_CU_C,130,9.48,ABCN,124.2,0,0.2,-98.5,0,0,4,-1,4,-1,30,0,0,0,---,P16462 TO P16692
09093209_09093210,3-#2_AL_C,180,9.55,ABCN,124.2,0,1,-98.5,1,1,0,0,22,-4,150,3,0,0,---,P16463 TO P810437
09093210_09093211,3-#2_AL_C,180,9.75,ABCN,124.2,0,1,-98.5,1,1,11,-2,22,-4,150,3,0,0,---,P810437 TO P108052
09093211_09093212,3-#2_AL_C,180,10.04,ABCN,124.2,0,0.5,-98.5,0,0,0,0,11,-2,75,2,0,0,---,P108052 TO P108053
09093212_09093213,3-#2_AL_C,180,10.34,ABCN,124.2,0,0.5,-98.5,0,0,0,0,11,-2,75,2,0,0,---,P108053 TO P108054
09093213_09093214,3-#2_AL_C,180,10.65,ABCN,124.2,0,0.5,-98.5,0,0,0,0,11,-2,75,2,0,0,---,P108054 TO P108055
09093214_09093215,3-#2_AL_C,180,10.86,ABCN,124.2,0,0.5,-98.5,0,0,11,-2,11,-2,75,2,0,0,---,P108055 TO P108056
09093301_09093302,3-#6_CU_C,130,8.08,ABCN,124.1,0,0.7,-98.5,1,1,11,-2,14,-2,100,2,0,0,---,P316886 TO P312470
09093302_09093303,3-#2_AL_B,180,8.38,AB N,124.1,0,0.3,-98.5,0,0,0,0,4,-1,25,1,0,0,---,P312470 TO P711131
09093303_09093304,3-#2_AL_B,180,8.66,AB N,124.1,0,0.3,-98.5,0,0,4,-1,4,-1,25,1,0,0,---,P711131 TO P711132
09093701_09093702,3-#6_CU_C,130,9.75,ABCN,123.7,0,7.6,-98.6,6,6,0,0,160,-28,1123,36,0,0,---,P16448 TO P16449
09093901_09093902,3-#6_CU_C,130,9.86,ABCN,123.6,0,0.5,-98.5,0,0,11,-2,11,-2,75,1,0,0,---,P110644 TO P19169
09093903A_09093904,3-#6_CU_C,130,10.16,ABCN,123.6,0,2.1,-98.5,2,2,4,-1,44,-8,310,11,0,0,---,P18686 TO P611849
09093904_09093905,3-#6_CU_C,130,10.4,ABCN,123.6,0,1.9,-98.5,1,1,0,0,41,-7,285,9,0,0,---,P611849 TO P413199
09093905_09093906,3-#6_CU_B,130,10.61,A CN,123.6,0,0.3,-98.5,0,0,4,-1,4,-1,25,3,0,0,---,P413199 TO P413200
09093905_09093907,3-#6_CU_C,130,10.62,ABCN,123.6,0,1.8,-98.5,1,1,0,0,37,-6,260,6,0,0,---,P413199 TO P18688
09093907_09093908,3-#6_CU_B,130,10.76, BCN,123.6,0,0.1,-98.5,0,0,0,0,1,0,10,2,0,0,---,P18688 TO P419898
09093907_09093911,3-#6_CU_C,130,10.99,ABCN,123.6,0,1.7,-98.5,1,1,0,0,36,-6,250,4,0,0,---,P18688 TO P18689
09093908_09093909,3-#6_CU_B,130,11.01, BCN,123.6,0,0.1,-98.5,0,0,0,0,1,0,10,2,0,0,---,P419898 TO P419899
